t_s,head_x_mm,head_y_mm,head_z_mm,pitch_deg,yaw_deg,roll_deg,head_dx_mm,head_dy_mm,head_dz_mm,off_x,off_y,off_z,off_b,off_c,confidence,tracking_ok
6.1833,-7.919,-8.695,592.368,-6.603,-9.101,2.967,15.341,-7.919,14.493,15.3409,-7.9189,14.4926,0.0,4.8338,1.0,1
6.2,-7.664,-8.667,592.348,-6.571,-9.144,2.974,15.361,-7.664,14.465,15.3607,-7.664,14.4653,0.0,4.8769,1.0,1
6.2167,-7.407,-8.639,592.328,-6.538,-9.186,2.981,15.38,-7.407,14.437,15.38,-7.4073,14.4368,0.0,4.9192,1.0,1
6.2333,-7.149,-8.609,592.31,-6.503,-9.227,2.986,15.399,-7.149,14.407,15.3987,-7.1487,14.4071,0.0,4.9605,1.0,1
6.25,-6.888,-8.578,592.292,-6.467,-9.266,2.991,15.417,-6.888,14.376,15.4169,-6.8883,14.3763,0.0,5.0009,1.0,1
6.2667,-6.626,-8.546,592.274,-6.43,-9.305,2.995,15.435,-6.626,14.344,15.4346,-6.6262,14.3444,0.0,5.0404,1.0,1
6.2833,-6.363,-8.513,592.257,-6.392,-9.343,2.997,15.452,-6.363,14.311,15.4517,-6.3625,14.3114,0.0,5.079,1.0,1
6.3,-6.097,-8.479,592.24,-6.352,-9.38,2.999,15.468,-6.097,14.277,15.4683,-6.0973,14.2772,0.0,5.1166,1.0,1
6.3167,-5.831,-8.444,592.224,-6.312,-9.416,3.0,15.484,-5.831,14.242,15.4843,-5.8305,14.2418,0.0,5.1533,1.0,1
6.3333,-5.562,-8.407,592.209,-6.27,-9.451,3.0,15.5,-5.562,14.205,15.4998,-5.5623,14.2054,0.0,5.1891,1.0,1
6.35,-5.293,-8.37,592.194,-6.227,-9.484,2.999,15.515,-5.293,14.168,15.5147,-5.2927,14.1679,0.0,5.2239,1.0,1
6.3667,-5.022,-8.331,592.179,-6.183,-9.517,2.997,15.529,-5.022,14.129,15.5291,-5.0218,14.1292,0.0,5.2578,1.0,1
6.3833,-4.75,-8.291,592.166,-6.138,-9.549,2.994,15.543,-4.75,14.089,15.5429,-4.7497,14.0894,0.0,5.2907,1.0,1
6.4,-4.476,-8.251,592.152,-6.091,-9.579,2.99,15.556,-4.476,14.049,15.5562,-4.4764,14.0486,0.0,5.3226,1.0,1
6.4167,-4.202,-8.209,592.139,-6.044,-9.609,2.985,15.569,-4.202,14.007,15.569,-4.202,14.0066,0.0,5.3536,1.0,1
6.4333,-3.927,-8.166,592.127,-5.995,-9.637,2.979,15.581,-3.927,13.964,15.5812,-3.9266,13.9635,0.0,5.3836,1.0,1
6.45,-3.65,-8.121,592.116,-5.945,-9.665,2.972,15.593,-3.65,13.919,15.5928,-3.6502,13.9194,0.0,5.4126,1.0,1
6.4667,-3.373,-8.076,592.105,-5.895,-9.691,2.965,15.604,-3.373,13.874,15.6039,-3.3729,13.8742,0.0,5.4406,1.0,1
6.4833,-3.095,-8.03,592.094,-5.843,-9.716,2.956,15.614,-3.095,13.828,15.6144,-3.0947,13.8279,0.0,5.4677,1.0,1
6.5,-2.816,-7.983,592.084,-5.79,-9.74,2.947,15.624,-2.816,13.781,15.6244,-2.8158,13.7805,0.0,5.4937,1.0,1
6.5167,-2.536,-7.934,592.075,-5.735,-9.764,2.936,15.634,-2.536,13.732,15.6338,-2.5362,13.7321,0.0,5.5187,1.0,1
6.5333,-2.256,-7.885,592.066,-5.68,-9.786,2.925,15.643,-2.256,13.683,15.6426,-2.256,13.6827,0.0,5.5428,1.0,1
6.55,-1.975,-7.834,592.058,-5.624,-9.807,2.912,15.651,-1.975,13.632,15.6509,-1.9752,13.6322,0.0,5.5658,1.0,1
6.5667,-1.694,-7.783,592.05,-5.567,-9.827,2.899,15.659,-1.694,13.581,15.6587,-1.6939,13.5806,0.0,5.5878,1.0,1
6.5833,-1.412,-7.73,592.043,-5.509,-9.846,2.885,15.666,-1.412,13.528,15.6659,-1.4123,13.528,0.0,5.6088,1.0,1
6.6,-1.13,-7.676,592.036,-5.449,-9.863,2.87,15.672,-1.13,13.474,15.6725,-1.1302,13.4744,0.0,5.6288,1.0,1
6.6167,-0.848,-7.622,592.03,-5.389,-9.88,2.854,15.679,-0.848,13.42,15.6786,-0.8479,13.4198,0.0,5.6478,1.0,1
6.6333,-0.565,-7.566,592.024,-5.328,-9.896,2.837,15.684,-0.565,13.364,15.6841,-0.5654,13.3642,0.0,5.6657,1.0,1
6.65,-0.283,-7.51,592.019,-5.265,-9.91,2.819,15.689,-0.283,13.308,15.689,-0.2827,13.3075,0.0,5.6826,1.0,1
6.6667,-0.0,-7.452,592.015,-5.202,-9.924,2.8,15.693,-0.0,13.25,15.6934,-0.0,13.2499,0.0,5.6985,1.0,1
6.6833,0.283,-7.393,592.011,-5.138,-9.936,2.781,15.697,0.283,13.191,15.6972,0.2827,13.1913,0.0,5.7133,1.0,1
6.7,0.565,-7.334,592.008,-5.073,-9.947,2.76,15.701,0.565,13.132,15.7005,0.5654,13.1316,0.0,5.7271,1.0,1
6.7167,0.848,-7.273,592.005,-5.006,-9.958,2.739,15.703,0.848,13.071,15.7032,0.8479,13.0711,0.0,5.7399,1.0,1
6.7333,1.13,-7.212,592.003,-4.939,-9.967,2.717,15.705,1.13,13.01,15.7054,1.1302,13.0095,0.0,5.7516,1.0,1
6.75,1.412,-7.149,592.002,-4.871,-9.975,2.693,15.707,1.412,12.947,15.7069,1.4123,12.947,0.0,5.7623,1.0,1
6.7667,1.694,-7.086,592.0,-4.803,-9.982,2.67,15.708,1.694,12.884,15.708,1.6939,12.8836,0.0,5.7719,1.0,1
6.7833,1.975,-7.021,592.0,-4.733,-9.987,2.645,15.708,1.975,12.819,15.7084,1.9752,12.8192,0.0,5.7805,1.0,1
6.8,2.256,-6.956,592.0,-4.662,-9.992,2.619,15.708,2.256,12.754,15.7083,2.256,12.7539,0.0,5.788,1.0,1
6.8167,2.536,-6.89,592.001,-4.591,-9.996,2.593,15.708,2.536,12.688,15.7077,2.5362,12.6876,0.0,5.7945,1.0,1
6.8333,2.816,-6.822,592.002,-4.518,-9.998,2.565,15.706,2.816,12.62,15.7065,2.8158,12.6204,0.0,5.8,1.0,1
6.85,3.095,-6.754,592.004,-4.445,-10.0,2.537,15.705,3.095,12.552,15.7047,3.0947,12.5524,0.0,5.8043,1.0,1
6.8667,3.373,-6.685,592.006,-4.371,-10.0,2.508,15.702,3.373,12.483,15.7023,3.3729,12.4834,0.0,5.8076,1.0,1
6.8833,3.65,-6.616,592.009,-4.296,-9.999,2.479,15.699,3.65,12.414,15.6994,3.6502,12.4136,0.0,5.8099,1.0,1
6.9,3.927,-6.545,592.013,-4.221,-9.997,2.448,15.696,3.927,12.343,15.696,3.9266,12.3428,0.0,5.8111,1.0,1
6.9167,4.202,-6.473,592.017,-4.144,-9.994,2.417,15.692,4.202,12.271,15.6919,4.202,12.2712,1.033,5.8113,1.0,1
6.9333,4.476,-6.401,592.021,-4.067,-9.99,2.385,15.687,4.476,12.199,15.6873,4.4764,12.1988,1.0775,5.8103,1.0,1
6.95,4.75,-6.328,592.026,-3.989,-9.985,2.352,15.682,4.75,12.125,15.6822,4.7497,12.1255,1.1226,5.8084,1.0,1
6.9667,5.022,-6.253,592.032,-3.91,-9.979,2.319,15.676,5.022,12.051,15.6765,5.0218,12.0513,1.1683,5.8053,1.0,1
6.9833,5.293,-6.178,592.038,-3.831,-9.972,2.284,15.67,5.293,11.976,15.6702,5.2927,11.9764,1.2146,5.8012,1.0,1
7.0,5.562,-6.103,592.045,-3.751,-9.963,2.249,15.663,5.562,11.901,15.6634,5.5623,11.9006,1.2615,5.7961,1.0,1
7.0167,5.831,-6.026,592.052,-3.67,-9.954,2.214,15.656,5.831,11.824,15.656,5.8305,11.824,1.3089,5.7899,1.0,1
7.0333,6.097,-5.949,592.06,-3.588,-9.943,2.177,15.648,6.097,11.747,15.6481,6.0973,11.7466,1.3569,5.7826,1.0,1
7.05,6.363,-5.87,592.069,-3.506,-9.931,2.14,15.64,6.363,11.668,15.6396,6.3625,11.6684,1.4055,5.7742,1.0,1
7.0667,6.626,-5.791,592.078,-3.424,-9.919,2.103,15.631,6.626,11.589,15.6305,6.6262,11.5894,1.4546,5.7648,1.0,1
7.0833,6.888,-5.712,592.088,-3.34,-9.905,2.064,15.621,6.888,11.51,15.6209,6.8883,11.5097,1.5042,5.7544,1.0,1
7.1,7.149,-5.631,592.098,-3.256,-9.89,2.025,15.611,7.149,11.429,15.6107,7.1487,11.4292,1.5544,5.7429,1.0,1
7.1167,7.407,-5.55,592.108,-3.171,-9.874,1.985,15.6,7.407,11.348,15.6,7.4073,11.3479,1.605,5.7303,1.0,1
7.1333,7.664,-5.468,592.12,-3.086,-9.856,1.945,15.589,7.664,11.266,15.5888,7.664,11.266,1.6562,5.7167,1.0,1
7.15,7.919,-5.385,592.132,-3.0,-9.838,1.904,15.577,7.919,11.183,15.5769,7.9189,11.1833,1.7079,5.702,1.0,1
7.1667,8.172,-5.302,592.144,-2.914,-9.819,1.862,15.565,8.172,11.1,15.5645,8.1718,11.0998,1.7601,5.6863,1.0,1
7.1833,8.423,-5.218,592.157,-2.827,-9.799,1.82,15.552,8.423,11.016,15.5516,8.4227,11.0157,1.8127,5.6695,1.0,1
7.2,8.672,-5.133,592.17,-2.74,-9.777,1.778,15.538,8.672,10.931,15.5381,8.6716,10.9309,1.8658,5.6517,1.0,1
7.2167,8.918,-5.047,592.184,-2.652,-9.755,1.734,15.524,8.918,10.845,15.5241,8.9183,10.8454,1.9194,5.6328,1.0,1
7.2333,9.163,-4.961,592.199,-2.563,-9.731,1.69,15.51,9.163,10.759,15.5095,9.1627,10.7592,1.9734,5.6128,1.0,1
7.25,9.405,-4.874,592.214,-2.474,-9.706,1.646,15.494,9.405,10.672,15.4944,9.405,10.6724,2.0279,5.5919,1.0,1
7.2667,9.645,-4.787,592.23,-2.385,-9.681,1.601,15.479,9.645,10.585,15.4787,9.6449,10.5849,2.0828,5.5698,1.0,1
7.2833,9.882,-4.699,592.246,-2.295,-9.654,1.556,15.463,9.882,10.497,15.4625,9.8824,10.4968,2.1381,5.5468,1.0,1
7.3,10.118,-4.61,592.263,-2.205,-9.626,1.51,15.446,10.118,10.408,15.4457,10.1175,10.4081,2.1938,5.5227,1.0,1
7.3167,10.35,-4.521,592.28,-2.114,-9.597,1.463,15.428,10.35,10.319,15.4284,10.3501,10.3188,2.2499,5.4976,1.0,1
7.3333,10.58,-4.431,592.298,-2.023,-9.567,1.416,15.411,10.58,10.229,15.4106,10.5801,10.2288,2.3064,5.4714,1.0,1
7.35,10.808,-4.34,592.316,-1.932,-9.536,1.369,15.392,10.808,10.138,15.3922,10.8076,10.1383,2.3632,5.4442,1.0,1
7.3667,11.032,-4.249,592.335,-1.84,-9.504,1.321,15.373,11.032,10.047,15.3733,11.0323,10.0472,2.4204,5.416,1.0,1
7.3833,11.254,-4.158,592.355,-1.748,-9.471,1.273,15.354,11.254,9.956,15.3538,11.2544,9.9555,2.478,5.3867,1.0,1
7.4,11.474,-4.065,592.375,-1.655,-9.437,1.225,15.334,11.474,9.863,15.3338,11.4736,9.8633,2.5358,5.3565,1.0,1
7.4167,11.69,-3.973,592.395,-1.563,-9.402,1.176,15.313,11.69,9.771,15.3133,11.6901,9.7705,2.5941,5.3252,1.0,1
7.4333,11.904,-3.879,592.416,-1.47,-9.366,1.126,15.292,11.904,9.677,15.2922,11.9036,9.6772,2.6526,5.2929,1.0,1
7.45,12.114,-3.785,592.438,-1.376,-9.328,1.077,15.271,12.114,9.583,15.2706,12.1142,9.5834,2.7114,5.2596,1.0,1
7.4667,12.322,-3.691,592.46,-1.283,-9.29,1.027,15.248,12.322,9.489,15.2485,12.3218,9.4891,2.7705,5.2253,1.0,1
7.4833,12.526,-3.596,592.483,-1.189,-9.251,0.976,15.226,12.526,9.394,15.2258,12.5264,9.3943,2.8298,5.19,1.0,1
7.5,12.728,-3.501,592.506,-1.095,-9.211,0.926,15.203,12.728,9.299,15.2026,12.7279,9.2991,2.8895,5.1537,1.0,1
7.5167,12.926,-3.405,592.53,-1.001,-9.169,0.875,15.179,12.926,9.203,15.1789,12.9263,9.2033,2.9493,5.1164,1.0,1
7.5333,13.121,-3.309,592.554,-0.906,-9.127,0.824,15.155,13.121,9.107,15.1546,13.1214,9.1071,3.0095,5.0781,1.0,1
7.55,13.313,-3.213,592.579,-0.812,-9.084,0.772,15.13,13.313,9.011,15.1299,13.3134,9.0105,3.0698,5.0388,1.0,1
7.5667,13.502,-3.115,592.604,-0.717,-9.039,0.72,15.105,13.502,8.913,15.1046,13.502,8.9134,3.1303,4.9985,1.0,1
7.5833,13.687,-3.018,592.63,-0.622,-8.994,0.668,15.079,13.687,8.816,15.0788,13.6873,8.816,3.1911,4.9573,1.0,1
7.6,13.869,-2.92,592.656,-0.527,-8.948,0.616,15.052,13.869,8.718,15.0525,13.8692,8.7181,3.252,4.9151,1.0,1
7.6167,14.048,-2.822,592.683,-0.432,-8.901,0.564,15.026,14.048,8.62,15.0256,14.0477,8.6199,3.3131,4.8719,1.0,1
7.6333,14.223,-2.723,592.71,-0.337,-8.852,0.511,14.998,14.223,8.521,14.9983,14.2228,8.5212,3.3743,4.8278,1.0,1
7.65,14.394,-2.624,592.738,-0.242,-8.803,0.459,14.97,14.394,8.422,14.9704,14.3943,8.4222,3.4357,4.7827,1.0,1
7.6667,14.562,-2.525,592.766,-0.147,-8.753,0.406,14.942,14.562,8.323,14.942,14.5623,8.3229,3.4972,4.7366,1.0,1
7.6833,14.727,-2.425,592.795,-0.051,-8.702,0.353,14.913,14.727,8.223,14.9132,14.7267,8.2232,3.5588,4.6896,1.0,1
7.7,14.887,-2.325,592.825,0.044,-8.65,0.3,14.884,14.887,8.123,14.8838,14.8875,8.1232,3.6205,4.6417,1.0,1
7.7167,15.045,-2.225,592.855,0.139,-8.597,0.247,14.854,15.045,8.023,14.8539,15.0445,8.0229,3.6824,4.5929,1.0,1
7.7333,15.198,-2.124,592.885,0.235,-8.543,0.193,14.824,15.198,7.922,14.8235,15.1979,7.9223,3.7442,4.5431,1.0,1
7.75,15.348,-2.023,592.916,0.33,-8.488,0.14,14.793,15.348,7.821,14.7926,15.3475,7.8214,3.8062,4.4924,1.0,1
7.7667,15.493,-1.922,592.947,0.425,-8.432,0.087,14.761,15.493,7.72,14.7612,15.4934,7.7203,3.8682,4.4407,1.0,1
7.7833,15.635,-1.821,592.979,0.52,-8.375,0.033,14.729,15.635,7.619,14.7294,15.6354,7.6189,3.9303,4.3882,1.0,1
7.8,15.774,-1.719,593.011,0.615,-8.318,-0.02,14.697,15.774,7.517,14.697,15.7735,7.5172,3.9923,4.3348,1.0,1
7.8167,15.908,-1.617,593.044,0.71,-8.259,-0.074,14.664,15.908,7.415,14.6641,15.9078,7.4154,4.0544,4.2804,1.0,1
7.8333,16.038,-1.515,593.078,0.805,-8.2,-0.127,14.631,16.038,7.313,14.6308,16.0381,7.3133,4.1165,4.2252,1.0,1
7.85,16.164,-1.413,593.112,0.899,-8.139,-0.18,14.597,16.164,7.211,14.5969,16.1645,7.211,4.1785,4.1691,1.0,1
7.8667,16.287,-1.311,593.146,0.994,-8.078,-0.234,14.563,16.287,7.109,14.5626,16.2869,7.1085,4.2406,4.1121,1.0,1
7.8833,16.405,-1.208,593.181,1.088,-8.016,-0.287,14.528,16.405,7.006,14.5278,16.4053,7.0059,4.3025,4.0542,1.0,1
7.9,16.52,-1.105,593.216,1.182,-7.953,-0.34,14.493,16.52,6.903,14.4925,16.5196,6.903,4.3645,3.9955,1.0,1
7.9167,16.63,-1.002,593.252,1.276,-7.889,-0.393,14.457,16.63,6.8,14.4568,16.6298,6.8001,4.4263,3.9359,1.0,1
7.9333,16.736,-0.899,593.288,1.369,-7.824,-0.446,14.421,16.736,6.697,14.4205,16.736,6.697,4.4881,3.8755,1.0,1
7.95,16.838,-0.796,593.325,1.463,-7.758,-0.499,14.384,16.838,6.594,14.3838,16.838,6.5938,4.5498,3.8143,1.0,1
7.9667,16.936,-0.693,593.362,1.556,-7.692,-0.551,14.347,16.936,6.49,14.3467,16.9359,6.4905,4.6114,3.7522,1.0,1
7.9833,17.03,-0.589,593.399,1.648,-7.625,-0.604,14.309,17.03,6.387,14.309,17.0295,6.3871,4.6728,3.6892,1.0,1
8.0,17.119,-0.486,593.438,1.741,-7.556,-0.656,14.271,17.119,6.284,14.2709,17.119,6.2836,4.7342,3.6255,1.0,1
8.0167,17.204,-0.382,593.476,1.833,-7.487,-0.708,14.232,17.204,6.18,14.2324,17.2043,6.18,4.7953,3.561,1.0,1
8.0333,17.285,-0.278,593.515,1.925,-7.418,-0.76,14.193,17.285,6.076,14.1933,17.2853,6.0764,4.8564,3.4956,1.0,1
8.05,17.362,-0.175,593.555,2.016,-7.347,-0.811,14.154,17.362,5.973,14.1539,17.362,5.9728,4.9172,3.4295,1.0,1
8.0667,17.434,-0.071,593.595,2.107,-7.276,-0.862,14.114,17.434,5.869,14.1139,17.4345,5.8691,4.9779,3.3626,1.0,1
8.0833,17.503,0.033,593.635,2.198,-7.203,-0.913,14.074,17.503,5.765,14.0736,17.5027,5.7654,5.0384,3.2949,1.0,1
8.1,17.567,0.136,593.676,2.288,-7.13,-0.964,14.033,17.567,5.662,14.0327,17.5665,5.6618,5.0987,3.2264,1.0,1
8.1167,17.626,0.24,593.717,2.378,-7.056,-1.015,13.991,17.626,5.558,13.9915,17.626,5.5581,5.1588,3.1572,1.0,1
8.1333,17.681,0.343,593.759,2.467,-6.982,-1.065,13.95,17.681,5.455,13.9498,17.6812,5.4545,5.2186,3.0872,1.0,1
8.15,17.732,0.447,593.801,2.556,-6.907,-1.114,13.908,17.732,5.351,13.9076,17.732,5.3509,5.2782,3.0165,1.0,1
8.1667,17.778,0.551,593.843,2.645,-6.83,-1.164,13.865,17.778,5.247,13.865,17.7784,5.2474,5.3376,2.9451,1.0,1
8.1833,17.82,0.654,593.886,2.733,-6.754,-1.213,13.822,17.82,5.144,13.822,17.8204,5.144,5.3967,2.8729,1.0,1
8.2,17.858,0.757,593.93,2.82,-6.676,-1.261,13.779,17.858,5.041,13.7786,17.8581,5.0406,5.4555,2.8,1.0,1
8.2167,17.891,0.861,593.974,2.907,-6.598,-1.31,13.735,17.891,4.937,13.7347,17.8913,4.9374,5.514,2.7264,1.0,1
8.2333,17.92,0.964,594.018,2.994,-6.519,-1.358,13.69,17.92,4.834,13.6904,17.9201,4.8342,5.5723,2.6522,1.0,1
8.25,17.945,1.067,594.063,3.08,-6.439,-1.405,13.646,17.945,4.731,13.6457,17.9445,4.7312,5.6302,2.5772,1.0,1
8.2667,17.964,1.17,594.108,3.165,-6.358,-1.452,13.601,17.964,4.628,13.6006,17.9645,4.6284,5.6879,2.5016,1.0,1
8.2833,17.98,1.272,594.153,3.25,-6.277,-1.498,13.555,17.98,4.526,13.5551,17.98,4.5256,5.7452,2.4253,1.0,1
8.3,17.991,1.375,594.199,3.334,-6.195,-1.544,13.509,17.991,4.423,13.5091,17.9911,4.4231,5.8022,2.3484,1.0,1
8.3167,17.998,1.477,594.246,3.417,-6.113,-1.59,13.463,17.998,4.321,13.4627,17.9978,4.3207,5.8588,2.2708,1.0,1
8.3333,18.0,1.579,594.292,3.5,-6.03,-1.635,13.416,18.0,4.219,13.416,18.0,4.2186,5.9151,2.1926,1.0,1
8.35,17.998,1.681,594.34,3.582,-5.946,-1.68,13.369,17.998,4.117,13.3688,17.9978,4.1166,5.9711,2.1137,1.0,1
8.3667,17.991,1.783,594.387,3.664,-5.861,-1.724,13.321,17.991,4.015,13.3213,17.9911,4.0149,6.0267,2.0343,1.0,1
8.3833,17.98,1.885,594.435,3.745,-5.776,-1.767,13.273,17.98,3.913,13.2733,17.98,3.9134,6.0819,1.9543,1.0,1
8.4,17.964,1.986,594.484,3.825,-5.69,-1.81,13.225,17.964,3.812,13.225,17.9645,3.8121,6.1367,1.8736,1.0,1
8.4167,17.945,2.087,594.532,3.904,-5.604,-1.852,13.176,17.945,3.711,13.1762,17.9445,3.7112,6.1912,1.7924,1.0,1
8.4333,17.92,2.188,594.581,3.983,-5.517,-1.894,13.127,17.92,3.61,13.1271,17.9201,3.6104,6.2452,1.7107,1.0,1
8.45,17.891,2.288,594.631,4.061,-5.429,-1.935,13.078,17.891,3.51,13.0776,17.8913,3.51,6.2988,1.6283,1.0,1
8.4667,17.858,2.388,594.681,4.138,-5.341,-1.975,13.028,17.858,3.41,13.0278,17.8581,3.4099,6.3521,1.5455,1.0,1
8.4833,17.82,2.488,594.731,4.215,-5.252,-2.015,12.978,17.82,3.31,12.9775,17.8204,3.3101,6.4049,1.4621,1.0,1
8.5,17.778,2.587,594.782,4.29,-5.163,-2.055,12.927,17.778,3.211,12.9269,17.7784,3.2107,6.4573,1.3782,1.0,1
8.5167,17.732,2.686,594.833,4.365,-5.073,-2.093,12.876,17.732,3.112,12.8759,17.732,3.1115,6.5093,1.2938,1.0,1
8.5333,17.681,2.785,594.884,4.439,-4.982,-2.131,12.825,17.681,3.013,12.8246,17.6812,3.0128,6.5608,1.2089,1.0,1
8.55,17.626,2.884,594.936,4.513,-4.891,-2.168,12.773,17.626,2.914,12.7729,17.626,2.9144,6.612,1.1235,1.0,1
8.5667,17.567,2.982,594.988,4.585,-4.799,-2.205,12.721,17.567,2.816,12.7208,17.5665,2.8164,6.6626,1.0377,1.0,1
8.5833,17.503,3.079,595.04,4.657,-4.707,-2.241,12.668,17.503,2.719,12.6684,17.5027,2.7187,6.7129,0.9514,1.0,1
8.6,17.434,3.176,595.093,4.727,-4.615,-2.276,12.616,17.434,2.622,12.6156,17.4345,2.6215,6.7627,0.8647,1.0,1
8.6167,17.362,3.273,595.146,4.797,-4.521,-2.31,12.563,17.362,2.525,12.5625,17.362,2.5247,6.812,0.7775,1.0,1
8.6333,17.285,3.37,595.199,4.866,-4.428,-2.344,12.509,17.285,2.428,12.5091,17.2853,2.4284,6.8609,0.69,1.0,1
8.65,17.204,3.465,595.253,4.934,-4.334,-2.377,12.455,17.204,2.332,12.4553,17.2043,2.3325,6.9094,0.602,1.0,1
8.6667,17.119,3.561,595.307,5.001,-4.239,-2.409,12.401,17.119,2.237,12.4012,17.119,2.237,6.9574,0.5137,1.0,1
8.6833,17.03,3.656,595.362,5.068,-4.144,-2.441,12.347,17.03,2.142,12.3468,17.0295,2.1421,7.0049,0.0,1.0,1
8.7,16.936,3.75,595.416,5.133,-4.048,-2.471,12.292,16.936,2.048,12.292,16.9359,2.0476,7.052,0.0,1.0,1
8.7167,16.838,3.844,595.472,5.197,-3.953,-2.501,12.237,16.838,1.954,12.2369,16.838,1.9536,7.0987,0.0,1.0,1
8.7333,16.736,3.938,595.527,5.26,-3.856,-2.53,12.181,16.736,1.86,12.1815,16.736,1.8601,7.1448,0.0,1.0,1
8.75,16.63,4.031,595.583,5.323,-3.759,-2.559,12.126,16.63,1.767,12.1258,16.6298,1.7671,7.1906,0.0,1.0,1
8.7667,16.52,4.123,595.639,5.384,-3.662,-2.586,12.07,16.52,1.675,12.0697,16.5196,1.6747,7.2359,0.0,1.0,1
8.7833,16.405,4.215,595.695,5.445,-3.564,-2.613,12.013,16.405,1.583,12.0134,16.4053,1.5828,7.2807,0.0,1.0,1
8.8,16.287,4.306,595.752,5.504,-3.466,-2.639,11.957,16.287,1.492,11.9568,16.2869,1.4915,7.3251,0.0,1.0,1
8.8167,16.164,4.397,595.809,5.562,-3.368,-2.664,11.9,16.164,1.401,11.8998,16.1645,1.4008,7.3691,0.0,1.0,1
8.8333,16.038,4.487,595.866,5.62,-3.269,-2.688,11.843,16.038,1.311,11.8426,16.0381,1.3106,7.4127,0.0,1.0,1
8.85,15.908,4.577,595.923,5.676,-3.17,-2.711,11.785,15.908,1.221,11.7851,15.9078,1.221,7.4558,0.0,1.0,1
8.8667,15.774,4.666,595.981,5.731,-3.071,-2.733,11.727,15.774,1.132,11.7273,15.7735,1.1321,7.4985,0.0,1.0,1
8.8833,15.635,4.754,596.039,5.785,-2.971,-2.755,11.669,15.635,1.044,11.6692,15.6354,1.0437,7.5408,0.0,1.0,1
8.9,15.493,4.842,596.098,5.839,-2.871,-2.776,11.611,15.493,0.956,11.6108,15.4934,0.956,7.5827,0.0,1.0,1
8.9167,15.348,4.929,596.156,5.891,-2.77,-2.796,11.552,15.348,0.869,11.5522,15.3475,0.869,7.6242,0.0,1.0,1
8.9333,15.198,5.015,596.215,5.942,-2.669,-2.814,11.493,15.198,0.783,11.4932,15.1979,0.7826,7.6653,0.0,1.0,1
8.95,15.045,5.101,596.274,5.991,-2.568,-2.833,11.434,15.045,0.697,11.4341,15.0445,0.6968,7.706,-1.0309,1.0,1
8.9667,14.887,5.186,596.334,6.04,-2.467,-2.85,11.375,14.887,0.612,11.3746,14.8875,0.6117,7.7464,-1.1232,1.0,1
8.9833,14.727,5.271,596.394,6.088,-2.365,-2.866,11.315,14.727,0.527,11.3149,14.7267,0.5273,7.7865,-1.2156,1.0,1
9.0,14.562,5.354,596.453,6.134,-2.263,-2.881,11.255,14.562,0.444,11.255,14.5623,0.4437,7.8262,-1.308,1.0,1
9.0167,14.394,5.437,596.514,6.179,-2.161,-2.896,11.195,14.394,0.361,11.1948,14.3943,0.3607,7.8656,-1.4004,1.0,1
9.0333,14.223,5.52,596.574,6.224,-2.059,-2.909,11.134,14.223,0.278,11.1343,14.2228,0.2784,7.9048,-1.4928,1.0,1
9.05,14.048,5.601,596.635,6.267,-1.956,-2.922,11.074,14.048,0.197,11.0736,14.0477,0.1969,7.9436,-1.585,1.0,1
9.0667,13.869,5.682,596.696,6.309,-1.854,-2.933,11.013,13.869,0.116,11.0127,13.8692,0.1161,7.9822,-1.6772,1.0,1
9.0833,13.687,5.762,596.757,6.349,-1.751,-2.944,10.952,13.687,0.036,10.9516,13.6873,0.0361,8.0206,-1.7693,1.0,1
9.1,13.502,5.841,596.818,6.389,-1.647,-2.954,10.89,13.502,-0.043,10.8902,13.502,-0.0431,8.0587,-1.8613,1.0,1
9.1167,13.313,5.92,596.88,6.427,-1.544,-2.963,10.829,13.313,-0.122,10.8286,13.3134,-0.1216,8.0967,-1.953,1.0,1
9.1333,13.121,5.997,596.942,6.464,-1.44,-2.971,10.767,13.121,-0.199,10.7668,13.1214,-0.1993,8.1345,-2.0446,1.0,1
9.15,12.926,6.074,597.004,6.5,-1.337,-2.978,10.705,12.926,-0.276,10.7047,12.9263,-0.2762,8.1722,-2.1359,1.0,1
9.1667,12.728,6.15,597.066,6.535,-1.233,-2.984,10.642,12.728,-0.352,10.6425,12.7279,-0.3523,8.2098,-2.2269,1.0,1
9.1833,12.526,6.226,597.128,6.569,-1.129,-2.989,10.58,12.526,-0.428,10.58,12.5264,-0.4276,8.2473,-2.3176,1.0,1
9.2,12.322,6.3,597.191,6.601,-1.025,-2.993,10.517,12.322,-0.502,10.5174,12.3218,-0.502,8.2848,-2.4079,1.0,1
9.2167,12.114,6.374,597.254,6.632,-0.921,-2.996,10.455,12.114,-0.576,10.4545,12.1142,-0.5757,8.2917,-2.4184,1.0,1
9.2333,11.904,6.446,597.317,6.662,-0.816,-2.998,10.391,11.904,-0.648,10.3915,11.9036,-0.6484,8.2785,-2.3795,1.0,1
9.25,11.69,6.518,597.38,6.691,-0.712,-3.0,10.328,11.69,-0.72,10.3283,11.6901,-0.7204,8.2641,-2.3406,1.0,1
9.2667,11.474,6.589,597.444,6.718,-0.607,-3.0,10.265,11.474,-0.791,10.2648,11.4736,-0.7914,8.2485,-2.3017,1.0,1
9.2833,11.254,6.66,597.507,6.744,-0.503,-2.999,10.201,11.254,-0.862,10.2012,11.2544,-0.8616,8.2316,-2.2627,1.0,1
